name,ingredients,quantities,category
Rotolo di frittata farcito,Prosciutto crudo,a fette120g,Secondi-piatti
Rotolo di frittata farcito,Rucola,30g,Secondi-piatti
Rotolo di frittata farcito,Scamorza (provola),affumicata230g,Secondi-piatti
Rotolo di frittata farcito,Pesto di rucola,100g,Secondi-piatti
Rotolo di frittata farcito,Rucola,25g,Secondi-piatti
Rotolo di frittata farcito,Grana Padano DOP,da grattugiare15g,Secondi-piatti
Rotolo di frittata farcito,Pecorino romano,grattugiato15g,Secondi-piatti
Rotolo di frittata farcito,Pinoli,12g,Secondi-piatti
Rotolo di frittata farcito,Aglio,1spicchio,Secondi-piatti
Rotolo di frittata farcito,Olio extravergine d'oliva,40g,Secondi-piatti
Rotolo di frittata farcito,Sale fino,q.b.,Secondi-piatti
Pollo arrosto,Pollo,intero1kg,Secondi-piatti
Pollo arrosto,Sale grosso,10g,Secondi-piatti
Pollo arrosto,Aglio,2spicchi,Secondi-piatti
Pollo arrosto,Salvia,5foglie,Secondi-piatti
Pollo arrosto,Alloro,2foglie,Secondi-piatti
Pollo arrosto,Rosmarino,2rametti,Secondi-piatti
Pollo arrosto,Origano,1rametto,Secondi-piatti
Pollo arrosto,Olio extravergine d'oliva,q.b.,Secondi-piatti
Arrosto di vitello al forno con patate,Sottofesa di vitello,600g,Secondi-piatti
Arrosto di vitello al forno con patate,Patate,1kg,Secondi-piatti
Arrosto di vitello al forno con patate,Vino bianco,50g,Secondi-piatti
Arrosto di vitello al forno con patate,Rosmarino,2rametti,Secondi-piatti
Arrosto di vitello al forno con patate,Aglio,2spicchi,Secondi-piatti
Arrosto di vitello al forno con patate,Olio extravergine d'oliva,40g,Secondi-piatti
Arrosto di vitello al forno con patate,Sale fino,q.b.,Secondi-piatti
Arrosto di vitello al forno con patate,Pepe nero,q.b.,Secondi-piatti
Falafel di ceci (Felafel),Ceci secchi,500g,Secondi-piatti
Falafel di ceci (Felafel),Cipolle,1,Secondi-piatti
Falafel di ceci (Felafel),Aglio,1spicchio,Secondi-piatti
Falafel di ceci (Felafel),Cumino,in polvere1pizzico,Secondi-piatti
Falafel di ceci (Felafel),Prezzemolo,1mazzetto,Secondi-piatti
Falafel di ceci (Felafel),Sale fino,1pizzico,Secondi-piatti
Falafel di ceci (Felafel),Pepe nero,1pizzico,Secondi-piatti
Falafel di ceci (Felafel),Olio di semi di arachide,1l,Secondi-piatti
Frittelle croccanti di patate,Patate,(grandi)4,Secondi-piatti
Frittelle croccanti di patate,Farina 00,2cucchiai,Secondi-piatti
Frittelle croccanti di patate,Rosmarino,2rametti,Secondi-piatti
Frittelle croccanti di patate,Sale fino,q.b.,Secondi-piatti
Frittelle croccanti di patate,Pepe nero, q.b.,Secondi-piatti
Frittelle croccanti di patate,Olio di oliva,q.b.,Secondi-piatti
Filetto in crosta,Filetto di manzo,800g,Secondi-piatti
Filetto in crosta,Prosciutto crudo,200g,Secondi-piatti
Filetto in crosta,Funghi champignon,400g,Secondi-piatti
Filetto in crosta,Aglio,1spicchio,Secondi-piatti
Filetto in crosta,Burro,20g,Secondi-piatti
Filetto in crosta,Olio extravergine d'oliva,6cucchiai,Secondi-piatti
Filetto in crosta,Tuorli,1,Secondi-piatti
Filetto in crosta,Panna fresca liquida,30ml,Secondi-piatti
Filetto in crosta,Sale fino,q.b.,Secondi-piatti
Filetto in crosta,Pepe nero,q.b.,Secondi-piatti
Filetto in crosta,Pasta brisé,250g,Secondi-piatti
Frittata di patate,Uova,6,Secondi-piatti
Frittata di patate,Patate,500g,Secondi-piatti
Frittata di patate,Parmigiano Reggiano DOP,100g,Secondi-piatti
Frittata di patate,Prezzemolo,q.b.,Secondi-piatti
Frittata di patate,Sale fino,q.b.,Secondi-piatti
Frittata di patate,Pepe nero,q.b.,Secondi-piatti
Frittata di patate,Olio di semi,q.b.,Secondi-piatti
Petto di pollo ai peperoni,Petto di pollo,600g,Secondi-piatti
Petto di pollo ai peperoni,Peperoni rossi,300g,Secondi-piatti
Petto di pollo ai peperoni,Peperoni gialli,300g,Secondi-piatti
Petto di pollo ai peperoni,Pomodori datterini pelati,400g,Secondi-piatti
Petto di pollo ai peperoni,Burro,40g,Secondi-piatti
Petto di pollo ai peperoni,Scalogno,1,Secondi-piatti
Petto di pollo ai peperoni,Vino bianco,40g,Secondi-piatti
Petto di pollo ai peperoni,Acqua,calda1mestolo,Secondi-piatti
Petto di pollo ai peperoni,Farina 00,q.b.,Secondi-piatti
Petto di pollo ai peperoni,Olio extravergine d'oliva,q.b.,Secondi-piatti
Petto di pollo ai peperoni,Sale fino,q.b.,Secondi-piatti
Petto di pollo ai peperoni,Pepe nero,q.b.,Secondi-piatti
Bollito,Carne bovina,per bollito1kg,Secondi-piatti
Bollito,Cipolle bianche,( circa 1)120g,Secondi-piatti
Bollito,Sedano,coste2,Secondi-piatti
Bollito,Carote,(circa 1)110g,Secondi-piatti
Bollito,Prezzemolo,1ciuffo,Secondi-piatti
Bollito,Timo,1rametto,Secondi-piatti
Bollito,Alloro,3foglie,Secondi-piatti
Bollito,Chiodi di garofano,3,Secondi-piatti
Bollito,Pepe nero in grani,4,Secondi-piatti
Bollito,Sale grosso,15g,Secondi-piatti
Bollito,Acqua,4l,Secondi-piatti
Gulash Ungherese,Manzo,(sottofesa o cappello del prete o pesce)1kg,Secondi-piatti
Gulash Ungherese,Brodo di carne,"1,5l",Secondi-piatti
Gulash Ungherese,Patate,450g,Secondi-piatti
Gulash Ungherese,Cipolle,230g,Secondi-piatti
Gulash Ungherese,Peperoni verdi a cornetto,medi3,Secondi-piatti
Gulash Ungherese,Pomodori ramati,(medio)1,Secondi-piatti
Gulash Ungherese,Aglio,1spicchio,Secondi-piatti
Gulash Ungherese,Paprika dolce,in polvere20g,Secondi-piatti
Gulash Ungherese,Semi di cumino,(dei prati)5g,Secondi-piatti
Gulash Ungherese,Olio extravergine d'oliva,30g,Secondi-piatti
Gulash Ungherese,Sale fino,10g,Secondi-piatti
Tonno in crosta di pistacchi,Tonno,600g,Secondi-piatti
Tonno in crosta di pistacchi,Semi di papavero,1cucchiaio,Secondi-piatti
Tonno in crosta di pistacchi,Olio extravergine d'oliva,3cucchiai,Secondi-piatti
Tonno in crosta di pistacchi,Pangrattato,20g,Secondi-piatti
Tonno in crosta di pistacchi,Granella di pistacchi,50,Secondi-piatti
Tonno in crosta di pistacchi,Pomodori secchi sott'olio,30g,Secondi-piatti
Tonno in crosta di pistacchi,Sale fino,q.b.,Secondi-piatti
